Dataset,Metric,Value,Model
medmcqa_b2g,acc_norm_stderr,0.02179525371350808,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc,0.48214285714285715,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_stderr,0.02227967551941574,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_norm,0.48214285714285715,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_norm_stderr,0.02227967551941574,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc,0.6150793650793651,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_stderr,0.021695376083521404,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_norm,0.6150793650793651,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_norm_stderr,0.021695376083521404,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc,0.5964566929133859,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_stderr,0.02178866154624349,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_norm,0.5964566929133859,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_norm_stderr,0.02178866154624349,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc,0.5492125984251969,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_stderr,0.022097958358675958,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_norm,0.5492125984251969,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_norm_stderr,0.022097958358675958,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc,0.6003937007874016,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_stderr,0.021753555325831717,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_norm,0.6003937007874016,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_norm_stderr,0.021753555325831717,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_b2g,acc,0.6964285714285714,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_b2g,acc_stderr,0.06199938655510754,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_g2b,acc,0.6607142857142857,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_g2b,acc_stderr,0.06384226561930825,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_orig_filtered,acc,0.6964285714285714,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06199938655510754,meta-llama-Meta-Llama-3-8B
b4b,acc,0.6691353082465973,meta-llama-Meta-Llama-3-8B
b4b,acc_stderr,0.10579458838988333,meta-llama-Meta-Llama-3-8B
b4b,acc_norm,0.6685998342999171,meta-llama-Meta-Llama-3-8B
b4b,acc_norm_stderr,0.011430023789129959,meta-llama-Meta-Llama-3-8B
b4bqa,acc,0.8275669642857143,meta-llama-Meta-Llama-3-8B
b4bqa,acc_stderr,0.008926146635101734,meta-llama-Meta-Llama-3-8B
b4bqa,acc_norm,0.8275669642857143,meta-llama-Meta-Llama-3-8B
b4bqa,acc_norm_stderr,0.008926146635101734,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc,0.6051587301587301,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_stderr,0.02179525371350808,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_norm,0.6051587301587301,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_norm_stderr,0.02179525371350808,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc,0.48214285714285715,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_stderr,0.02227967551941574,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_norm,0.48214285714285715,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_norm_stderr,0.02227967551941574,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc,0.6150793650793651,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_stderr,0.021695376083521404,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_norm,0.6150793650793651,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_norm_stderr,0.021695376083521404,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc,0.5964566929133859,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_stderr,0.02178866154624349,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_norm,0.5964566929133859,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_norm_stderr,0.02178866154624349,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc,0.5492125984251969,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_stderr,0.022097958358675958,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_norm,0.5492125984251969,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_norm_stderr,0.022097958358675958,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc,0.6003937007874016,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_stderr,0.021753555325831717,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_norm,0.6003937007874016,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_norm_stderr,0.021753555325831717,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_b2g,acc,0.6964285714285714,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_b2g,acc_stderr,0.06199938655510754,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_g2b,acc,0.6607142857142857,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_g2b,acc_stderr,0.06384226561930825,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_orig_filtered,acc,0.6964285714285714,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06199938655510754,meta-llama-Meta-Llama-3-8B
b4b,acc,0.6691353082465973,meta-llama-Meta-Llama-3-8B
b4b,acc_stderr,0.10579458838988333,meta-llama-Meta-Llama-3-8B
b4b,acc_norm,0.6685998342999171,meta-llama-Meta-Llama-3-8B
b4b,acc_norm_stderr,0.011430023789129959,meta-llama-Meta-Llama-3-8B
b4bqa,acc,0.8275669642857143,meta-llama-Meta-Llama-3-8B
b4bqa,acc_stderr,0.008926146635101734,meta-llama-Meta-Llama-3-8B
b4bqa,acc_norm,0.8275669642857143,meta-llama-Meta-Llama-3-8B
b4bqa,acc_norm_stderr,0.008926146635101734,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc,0.6051587301587301,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_stderr,0.02179525371350808,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_norm,0.6051587301587301,meta-llama-Meta-Llama-3-8B
medmcqa_b2g,acc_norm_stderr,0.02179525371350808,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc,0.48214285714285715,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_stderr,0.02227967551941574,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_norm,0.48214285714285715,meta-llama-Meta-Llama-3-8B
medmcqa_g2b,acc_norm_stderr,0.02227967551941574,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc,0.6150793650793651,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_stderr,0.021695376083521404,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_norm,0.6150793650793651,meta-llama-Meta-Llama-3-8B
medmcqa_orig_filtered,acc_norm_stderr,0.021695376083521404,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc,0.5964566929133859,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_stderr,0.02178866154624349,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_norm,0.5964566929133859,meta-llama-Meta-Llama-3-8B
medqa_4options_b2g,acc_norm_stderr,0.02178866154624349,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc,0.5492125984251969,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_stderr,0.022097958358675958,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_norm,0.5492125984251969,meta-llama-Meta-Llama-3-8B
medqa_4options_g2b,acc_norm_stderr,0.022097958358675958,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc,0.6003937007874016,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_stderr,0.021753555325831717,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_norm,0.6003937007874016,meta-llama-Meta-Llama-3-8B
medqa_4options_orig_filtered,acc_norm_stderr,0.021753555325831717,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_b2g,acc,0.6964285714285714,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_b2g,acc_stderr,0.06199938655510754,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_g2b,acc,0.6607142857142857,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_g2b,acc_stderr,0.06384226561930825,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_orig_filtered,acc,0.6964285714285714,meta-llama-Meta-Llama-3-8B
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06199938655510754,meta-llama-Meta-Llama-3-8B
b4b,acc,0.6941553242594074,mistralai-Mixtral-8x7B-v0.1
b4b,acc_stderr,0.11195854077293224,mistralai-Mixtral-8x7B-v0.1
b4b,acc_norm,0.6926263463131731,mistralai-Mixtral-8x7B-v0.1
b4b,acc_norm_stderr,0.012780498489396597,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc,0.8616071428571429,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_stderr,0.00815950269429102,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_norm,0.8616071428571429,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_norm_stderr,0.00815950269429102,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc,0.628968253968254,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_stderr,0.02153951426767635,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_norm,0.628968253968254,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_norm_stderr,0.02153951426767635,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc,0.5178571428571429,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_stderr,0.02227967551941573,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_norm,0.5178571428571429,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_norm_stderr,0.02227967551941573,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc,0.6369047619047619,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_stderr,0.02144191312603829,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_norm,0.6369047619047619,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_norm_stderr,0.02144191312603829,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc,0.6141732283464567,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_stderr,0.021619101511295848,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_norm,0.6141732283464567,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_norm_stderr,0.021619101511295848,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc,0.547244094488189,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_stderr,0.022106430541228052,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_norm,0.547244094488189,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_norm_stderr,0.022106430541228052,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc,0.6122047244094488,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_stderr,0.02163941997112638,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_norm,0.6122047244094488,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_norm_stderr,0.02163941997112638,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_b2g,acc,0.7321428571428571,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_b2g,acc_stderr,0.059712903109576346,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_g2b,acc,0.75,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_g2b,acc_stderr,0.058387420812114225,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_orig_filtered,acc,0.7321428571428571,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_orig_filtered,acc_stderr,0.05971290310957636,mistralai-Mixtral-8x7B-v0.1
b4b,acc,0.6941553242594074,mistralai-Mixtral-8x7B-v0.1
b4b,acc_stderr,0.11195854077293224,mistralai-Mixtral-8x7B-v0.1
b4b,acc_norm,0.6926263463131731,mistralai-Mixtral-8x7B-v0.1
b4b,acc_norm_stderr,0.012780498489396597,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc,0.8616071428571429,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_stderr,0.00815950269429102,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_norm,0.8616071428571429,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_norm_stderr,0.00815950269429102,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc,0.628968253968254,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_stderr,0.02153951426767635,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_norm,0.628968253968254,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_norm_stderr,0.02153951426767635,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc,0.5178571428571429,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_stderr,0.02227967551941573,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_norm,0.5178571428571429,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_norm_stderr,0.02227967551941573,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc,0.6369047619047619,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_stderr,0.02144191312603829,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_norm,0.6369047619047619,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_norm_stderr,0.02144191312603829,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc,0.6141732283464567,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_stderr,0.021619101511295848,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_norm,0.6141732283464567,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_norm_stderr,0.021619101511295848,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc,0.547244094488189,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_stderr,0.022106430541228052,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_norm,0.547244094488189,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_norm_stderr,0.022106430541228052,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc,0.6122047244094488,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_stderr,0.02163941997112638,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_norm,0.6122047244094488,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_norm_stderr,0.02163941997112638,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_b2g,acc,0.7321428571428571,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_b2g,acc_stderr,0.059712903109576346,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_g2b,acc,0.75,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_g2b,acc_stderr,0.058387420812114225,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_orig_filtered,acc,0.7321428571428571,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_orig_filtered,acc_stderr,0.05971290310957636,mistralai-Mixtral-8x7B-v0.1
b4b,acc,0.6941553242594074,mistralai-Mixtral-8x7B-v0.1
b4b,acc_stderr,0.11195854077293224,mistralai-Mixtral-8x7B-v0.1
b4b,acc_norm,0.6926263463131731,mistralai-Mixtral-8x7B-v0.1
b4b,acc_norm_stderr,0.012780498489396597,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc,0.8616071428571429,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_stderr,0.00815950269429102,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_norm,0.8616071428571429,mistralai-Mixtral-8x7B-v0.1
b4bqa,acc_norm_stderr,0.00815950269429102,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc,0.628968253968254,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_stderr,0.02153951426767635,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_norm,0.628968253968254,mistralai-Mixtral-8x7B-v0.1
medmcqa_b2g,acc_norm_stderr,0.02153951426767635,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc,0.5178571428571429,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_stderr,0.02227967551941573,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_norm,0.5178571428571429,mistralai-Mixtral-8x7B-v0.1
medmcqa_g2b,acc_norm_stderr,0.02227967551941573,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc,0.6369047619047619,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_stderr,0.02144191312603829,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_norm,0.6369047619047619,mistralai-Mixtral-8x7B-v0.1
medmcqa_orig_filtered,acc_norm_stderr,0.02144191312603829,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc,0.6141732283464567,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_stderr,0.021619101511295848,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_norm,0.6141732283464567,mistralai-Mixtral-8x7B-v0.1
medqa_4options_b2g,acc_norm_stderr,0.021619101511295848,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc,0.547244094488189,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_stderr,0.022106430541228052,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_norm,0.547244094488189,mistralai-Mixtral-8x7B-v0.1
medqa_4options_g2b,acc_norm_stderr,0.022106430541228052,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc,0.6122047244094488,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_stderr,0.02163941997112638,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_norm,0.6122047244094488,mistralai-Mixtral-8x7B-v0.1
medqa_4options_orig_filtered,acc_norm_stderr,0.02163941997112638,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_b2g,acc,0.7321428571428571,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_b2g,acc_stderr,0.059712903109576346,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_g2b,acc,0.75,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_g2b,acc_stderr,0.058387420812114225,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_orig_filtered,acc,0.7321428571428571,mistralai-Mixtral-8x7B-v0.1
mmlu_professional_medicine_orig_filtered,acc_stderr,0.05971290310957636,mistralai-Mixtral-8x7B-v0.1
b4b,acc,0.6084867894315452,meta-llama-Llama-2-70B-hf
b4b,acc_stderr,0.1103773511510324,meta-llama-Llama-2-70B-hf
b4b,acc_norm,0.6043910521955261,meta-llama-Llama-2-70B-hf
b4b,acc_norm_stderr,0.01198642915424297,meta-llama-Llama-2-70B-hf
b4bqa,acc,0.7689732142857143,meta-llama-Llama-2-70B-hf
b4bqa,acc_stderr,0.009959533141119727,meta-llama-Llama-2-70B-hf
b4bqa,acc_norm,0.7689732142857143,meta-llama-Llama-2-70B-hf
b4bqa,acc_norm_stderr,0.009959533141119727,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_norm,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_norm_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc,0.4087301587301587,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc_stderr,0.021919326878449646,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc_norm,0.4087301587301587,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc_norm_stderr,0.021919326878449646,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc_norm,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc_norm_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc_stderr,0.02211455387069532,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc_norm,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc_norm_stderr,0.02211455387069532,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc,0.5118110236220472,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc_stderr,0.022199583294816916,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc_norm,0.5118110236220472,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc_norm_stderr,0.022199583294816916,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc_stderr,0.022114553870695323,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc_norm,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc_norm_stderr,0.022114553870695323,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_b2g,acc,0.7142857142857143,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_b2g,acc_stderr,0.06091449038731725,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_g2b,acc,0.75,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_g2b,acc_stderr,0.058387420812114225,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_orig_filtered,acc,0.7142857142857143,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06091449038731725,meta-llama-Llama-2-70B-hf
b4b,acc,0.6084867894315452,meta-llama-Llama-2-70B-hf
b4b,acc_stderr,0.1103773511510324,meta-llama-Llama-2-70B-hf
b4b,acc_norm,0.6043910521955261,meta-llama-Llama-2-70B-hf
b4b,acc_norm_stderr,0.01198642915424297,meta-llama-Llama-2-70B-hf
b4bqa,acc,0.7689732142857143,meta-llama-Llama-2-70B-hf
b4bqa,acc_stderr,0.009959533141119727,meta-llama-Llama-2-70B-hf
b4bqa,acc_norm,0.7689732142857143,meta-llama-Llama-2-70B-hf
b4bqa,acc_norm_stderr,0.009959533141119727,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_norm,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_norm_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc,0.4087301587301587,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc_stderr,0.021919326878449646,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc_norm,0.4087301587301587,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc_norm_stderr,0.021919326878449646,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc_norm,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_orig_filtered,acc_norm_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc_stderr,0.02211455387069532,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc_norm,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_b2g,acc_norm_stderr,0.02211455387069532,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc,0.5118110236220472,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc_stderr,0.022199583294816916,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc_norm,0.5118110236220472,meta-llama-Llama-2-70B-hf
medqa_4options_g2b,acc_norm_stderr,0.022199583294816916,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc_stderr,0.022114553870695323,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc_norm,0.5452755905511811,meta-llama-Llama-2-70B-hf
medqa_4options_orig_filtered,acc_norm_stderr,0.022114553870695323,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_b2g,acc,0.7142857142857143,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_b2g,acc_stderr,0.06091449038731725,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_g2b,acc,0.75,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_g2b,acc_stderr,0.058387420812114225,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_orig_filtered,acc,0.7142857142857143,meta-llama-Llama-2-70B-hf
mmlu_professional_medicine_orig_filtered,acc_stderr,0.06091449038731725,meta-llama-Llama-2-70B-hf
b4b,acc,0.6084867894315452,meta-llama-Llama-2-70B-hf
b4b,acc_stderr,0.1103773511510324,meta-llama-Llama-2-70B-hf
b4b,acc_norm,0.6043910521955261,meta-llama-Llama-2-70B-hf
b4b,acc_norm_stderr,0.01198642915424297,meta-llama-Llama-2-70B-hf
b4bqa,acc,0.7689732142857143,meta-llama-Llama-2-70B-hf
b4bqa,acc_stderr,0.009959533141119727,meta-llama-Llama-2-70B-hf
b4bqa,acc_norm,0.7689732142857143,meta-llama-Llama-2-70B-hf
b4bqa,acc_norm_stderr,0.009959533141119727,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_norm,0.5158730158730159,meta-llama-Llama-2-70B-hf
medmcqa_b2g,acc_norm_stderr,0.022282661258869588,meta-llama-Llama-2-70B-hf
medmcqa_g2b,acc,0.4087301587301587,meta-llama-Llama-2-70B-hf
