Dataset,Metric,Value,Model,Direction
medmcqa,acc_stderr,0.0222836345106867,Qwen-Qwen2-72B,none
medmcqa,acc_norm,0.7787356321839081,Qwen-Qwen2-72B,none
medmcqa,acc_norm_stderr,0.0222836345106867,Qwen-Qwen2-72B,none
medqa_4options,acc,0.7407407407407407,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc_stderr,0.0225698970749184,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc_norm,0.7407407407407407,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0225698970749184,Qwen-Qwen2-72B,generic_to_brand
medqa_4options,acc,0.753968253968254,Qwen-Qwen2-72B,none
medqa_4options,acc_stderr,0.0221820372029483,Qwen-Qwen2-72B,none
medqa_4options,acc_norm,0.753968253968254,Qwen-Qwen2-72B,none
medqa_4options,acc_norm_stderr,0.0221820372029483,Qwen-Qwen2-72B,none
b4b,acc,0.7028360049321827,Qwen-Qwen2-7B,none
b4b,acc_stderr,0.1004832322485701,Qwen-Qwen2-7B,none
b4b,acc_norm,0.7028360049321827,Qwen-Qwen2-7B,none
b4b,acc_norm_stderr,0.1004832322485701,Qwen-Qwen2-7B,none
b4bqa,acc,0.8041294642857143,Qwen-Qwen2-7B,none
b4bqa,acc_stderr,0.0093777737442454,Qwen-Qwen2-7B,none
b4bqa,acc_norm,0.8041294642857143,Qwen-Qwen2-7B,none
b4bqa,acc_norm_stderr,0.0093777737442454,Qwen-Qwen2-7B,none
medmcqa,acc,0.5517241379310345,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc_stderr,0.0266973977703778,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc_norm,0.5517241379310345,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc_norm_stderr,0.0266973977703778,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc,0.6350574712643678,Qwen-Qwen2-7B,none
medmcqa,acc_stderr,0.0258436598312732,Qwen-Qwen2-7B,none
medmcqa,acc_norm,0.6350574712643678,Qwen-Qwen2-7B,none
medmcqa,acc_norm_stderr,0.0258436598312732,Qwen-Qwen2-7B,none
medqa_4options,acc,0.5370370370370371,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc_stderr,0.0256805646400568,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc_norm,0.5370370370370371,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0256805646400568,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc,0.58994708994709,Qwen-Qwen2-7B,none
medqa_4options,acc_stderr,0.0253312024389444,Qwen-Qwen2-7B,none
medqa_4options,acc_norm,0.58994708994709,Qwen-Qwen2-7B,none
medqa_4options,acc_norm_stderr,0.0253312024389444,Qwen-Qwen2-7B,none
b4b,acc,0.7028360049321827,Qwen-Qwen2-7B,none
b4b,acc_stderr,0.1004832322485701,Qwen-Qwen2-7B,none
b4b,acc_norm,0.7028360049321827,Qwen-Qwen2-7B,none
b4b,acc_norm_stderr,0.1004832322485701,Qwen-Qwen2-7B,none
b4bqa,acc,0.8041294642857143,Qwen-Qwen2-7B,none
b4bqa,acc_stderr,0.0093777737442454,Qwen-Qwen2-7B,none
b4bqa,acc_norm,0.8041294642857143,Qwen-Qwen2-7B,none
b4bqa,acc_norm_stderr,0.0093777737442454,Qwen-Qwen2-7B,none
medmcqa,acc,0.5517241379310345,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc_stderr,0.0266973977703778,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc_norm,0.5517241379310345,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc_norm_stderr,0.0266973977703778,Qwen-Qwen2-7B,generic_to_brand
medmcqa,acc,0.6350574712643678,Qwen-Qwen2-7B,none
medmcqa,acc_stderr,0.0258436598312732,Qwen-Qwen2-7B,none
medmcqa,acc_norm,0.6350574712643678,Qwen-Qwen2-7B,none
medmcqa,acc_norm_stderr,0.0258436598312732,Qwen-Qwen2-7B,none
medqa_4options,acc,0.5370370370370371,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc_stderr,0.0256805646400568,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc_norm,0.5370370370370371,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0256805646400568,Qwen-Qwen2-7B,generic_to_brand
medqa_4options,acc,0.58994708994709,Qwen-Qwen2-7B,none
medqa_4options,acc_stderr,0.0253312024389444,Qwen-Qwen2-7B,none
medqa_4options,acc_norm,0.58994708994709,Qwen-Qwen2-7B,none
medqa_4options,acc_norm_stderr,0.0253312024389444,Qwen-Qwen2-7B,none
b4b,acc,0.7536991368680641,01-ai-Yi-1.5-34B,none
b4b,acc_stderr,0.0972813518780667,01-ai-Yi-1.5-34B,none
b4b,acc_norm,0.7536991368680641,01-ai-Yi-1.5-34B,none
b4b,acc_norm_stderr,0.0972813518780667,01-ai-Yi-1.5-34B,none
b4bqa,acc,0.8515625,01-ai-Yi-1.5-34B,none
b4bqa,acc_stderr,0.0084010251891529,01-ai-Yi-1.5-34B,none
b4bqa,acc_norm,0.8515625,01-ai-Yi-1.5-34B,none
b4bqa,acc_norm_stderr,0.0084010251891529,01-ai-Yi-1.5-34B,none
medmcqa,acc,0.5977011494252874,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc_stderr,0.0263239892017835,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc_norm,0.5977011494252874,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc_norm_stderr,0.0263239892017835,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc,0.6925287356321839,01-ai-Yi-1.5-34B,none
medmcqa,acc_stderr,0.0247717351920721,01-ai-Yi-1.5-34B,none
medmcqa,acc_norm,0.6925287356321839,01-ai-Yi-1.5-34B,none
medmcqa,acc_norm_stderr,0.0247717351920721,01-ai-Yi-1.5-34B,none
medqa_4options,acc,0.5978835978835979,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc_stderr,0.0252530325549976,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc_norm,0.5978835978835979,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0252530325549976,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc,0.6455026455026455,01-ai-Yi-1.5-34B,none
medqa_4options,acc_stderr,0.024636830602842,01-ai-Yi-1.5-34B,none
medqa_4options,acc_norm,0.6455026455026455,01-ai-Yi-1.5-34B,none
medqa_4options,acc_norm_stderr,0.024636830602842,01-ai-Yi-1.5-34B,none
b4b,acc,0.7536991368680641,01-ai-Yi-1.5-34B,none
b4b,acc_stderr,0.0972813518780667,01-ai-Yi-1.5-34B,none
b4b,acc_norm,0.7536991368680641,01-ai-Yi-1.5-34B,none
b4b,acc_norm_stderr,0.0972813518780667,01-ai-Yi-1.5-34B,none
b4bqa,acc,0.8515625,01-ai-Yi-1.5-34B,none
b4bqa,acc_stderr,0.0084010251891529,01-ai-Yi-1.5-34B,none
b4bqa,acc_norm,0.8515625,01-ai-Yi-1.5-34B,none
b4bqa,acc_norm_stderr,0.0084010251891529,01-ai-Yi-1.5-34B,none
medmcqa,acc,0.5977011494252874,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc_stderr,0.0263239892017835,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc_norm,0.5977011494252874,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc_norm_stderr,0.0263239892017835,01-ai-Yi-1.5-34B,generic_to_brand
medmcqa,acc,0.6925287356321839,01-ai-Yi-1.5-34B,none
medmcqa,acc_stderr,0.0247717351920721,01-ai-Yi-1.5-34B,none
medmcqa,acc_norm,0.6925287356321839,01-ai-Yi-1.5-34B,none
medmcqa,acc_norm_stderr,0.0247717351920721,01-ai-Yi-1.5-34B,none
medqa_4options,acc,0.5978835978835979,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc_stderr,0.0252530325549976,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc_norm,0.5978835978835979,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc_norm_stderr,0.0252530325549976,01-ai-Yi-1.5-34B,generic_to_brand
medqa_4options,acc,0.6455026455026455,01-ai-Yi-1.5-34B,none
medqa_4options,acc_stderr,0.024636830602842,01-ai-Yi-1.5-34B,none
medqa_4options,acc_norm,0.6455026455026455,01-ai-Yi-1.5-34B,none
medqa_4options,acc_norm_stderr,0.024636830602842,01-ai-Yi-1.5-34B,none
b4bqa,acc,0.94921875,gpt4,none
medqa_4options,acc,0.9232804232804233,gpt4,none
medqa_4options,acc,0.8994708994708994,gpt4,generic_to_brand
medmcqa,acc,0.9166666666666666,gpt4,none
medmcqa,acc,0.8879310344827587,gpt4,generic_to_brand
b4bqa,acc,0.96484375,gpt4o,none
medqa_4options,acc,0.9021164021164021,gpt4o,none
medqa_4options,acc,0.8835978835978836,gpt4o,generic_to_brand
medmcqa,acc,0.9051724137931034,gpt4o,none
medmcqa,acc,0.8649425287356322,gpt4o,generic_to_brand
b4bqa,acc,0.9174107142857143,gpt35turbo,none
medmcqa,acc,0.9827586206896551,gpt35turbo,none
medmcqa,acc,0.9770114942528736,gpt35turbo,generic_to_brand
medqa_4options,acc,0.9629629629629629,gpt35turbo,none
medqa_4options,acc,0.9603174603174603,gpt35turbo,generic_to_brand
b4bqa,acc,0.921875,claude_opus,none
medqa_4options,acc,0.8571428571428571,claude_opus,none
medqa_4options,acc,0.8333333333333334,claude_opus,generic_to_brand
medmcqa,acc,0.8649425287356322,claude_opus,none
medmcqa,acc,0.7988505747126436,claude_opus,generic_to_brand
medqa_4options,acc,0.8862433862433863,gemini_15_pro,none
medqa_4options,acc,0.873015873015873,gemini_15_pro,generic_to_brand
medmcqa,acc,0.8649425287356322,gemini_15_pro,none
medmcqa,acc,0.8247126436781609,gemini_15_pro,generic_to_brand
medqa_4options,acc,0.7063492063492064,gemini_pro_1,none
medqa_4options,acc,0.7301587301587301,gemini_pro_1,generic_to_brand
medmcqa,acc,0.6810344827586207,gemini_pro_1,none
medmcqa,acc,0.7385057471264368,gemini_pro_1,generic_to_brand
medqa_4options,acc,0.9708994708994709,gemini_15_flash,none
medqa_4options,acc,0.9603174603174603,gemini_15_flash,generic_to_brand
medmcqa,acc,0.9741379310344828,gemini_15_flash,none
medmcqa,acc,0.9482758620689655,gemini_15_flash,generic_to_brand
